1611647570000,8,1.810880702
1611647580000,8,1.810880702
1611647590000,8,1.810880702
1611647600000,8,1.810880702
1611647610000,8,1.810880702
1611647620000,8,1.810880702
1611647630000,8,1.810880702
1611647640000,8,1.810880702
1611647650000,8,1.810880702
1611647660000,8,1.810880702
1611647670000,8,1.810880702
1611647680000,8,1.810880702
1611647690000,8,1.810880702
1611647700000,8,1.810880702
1611647710000,8,1.810880702
1611647720000,8,1.810880702
1611647730000,8,1.810880702
1611647740000,8,1.810880702
1611647750000,8,1.810880702
1611647760000,8,1.810880702
1611647770000,8,1.810880702
1611647780000,8,1.810880702
1611647790000,8,1.810880702
1611647800000,8,1.810880702
1611647810000,8,1.810880702
1611647820000,8,1.810880702
1611647830000,8,1.810880702
1611647840000,8,1.810880702
1611647850000,8,1.810880702
1611647860000,8,1.810880702
1611647870000,8,1.810880702
1611647880000,8,1.810880702
1611647890000,8,1.810880702
1611647900000,8,1.810880702
1611647910000,8,1.810880702
1611647920000,8,1.810880702
1611647930000,8,1.810880702
1611647940000,8,1.810880702
1611647950000,8,1.810880702
1611647960000,8,1.810880702
1611647970000,8,1.810880702
1611647980000,8,1.810880702
1611647990000,8,1.810880702
1611648000000,8,1.810880702
1611648010000,8,1.866580824
1611648020000,8,1.866580824
1611648030000,8,1.866580824
1611648040000,8,1.866580824
1611648050000,8,1.866580824
1611648060000,8,1.866580824
1611648070000,8,1.866580824
1611648080000,8,1.866580824
1611648090000,8,1.866580824
1611648100000,8,1.866580824
1611648110000,8,1.866580824
1611648120000,8,1.866580824
1611648130000,8,1.866580824
1611648140000,8,1.866580824
1611648150000,8,1.866580824
1611648160000,8,1.866580824
1611648170000,8,1.866580824
1611648180000,8,1.866580824
1611648190000,8,1.866580824
1611648200000,8,1.866580824
1611648210000,8,1.866580824
1611648220000,8,1.866580824
1611648230000,8,1.866580824
1611648240000,8,1.866580824
1611648250000,8,1.866580824
1611648260000,8,1.866580824
1611648270000,8,1.866580824
1611648280000,8,1.866580824
1611648290000,8,1.866580824
1611648300000,8,1.866580824
1611648310000,8,1.866580824
1611648320000,8,1.866580824
1611648330000,8,1.866580824
1611648340000,8,1.866580824
1611648350000,8,1.866580824
1611648360000,8,1.866580824
1611648370000,8,1.866580824
1611648380000,8,1.866580824
1611648390000,8,1.866580824
1611648400000,8,1.866580824
1611648410000,8,1.866580824
1611648420000,8,1.866580824
1611648430000,8,1.866580824
1611648440000,8,1.866580824
1611648450000,8,1.866580824
1611648460000,8,1.866580824
1611648470000,8,1.866580824
1611648480000,8,1.866580824
1611648490000,8,1.866580824
1611648500000,8,1.866580824
1611648510000,8,1.866580824
1611648520000,8,1.866580824
1611648530000,8,1.866580824
1611648540000,8,1.866580824
1611648550000,8,1.866580824
1611648560000,8,1.866580824
1611648570000,8,1.866580824
1611648580000,8,1.866580824
1611648590000,8,1.866580824
1611648600000,8,1.866580824
1611648610000,8,1.866580824
1611648620000,8,1.866580824
1611648630000,8,1.866580824
1611648640000,8,1.866580824
1611648650000,8,1.866580824
1611648660000,8,1.866580824
1611648670000,8,1.866580824
1611648680000,8,1.866580824
1611648690000,8,1.866580824
1611648700000,8,1.866580824
1611648710000,8,1.866580824
1611648720000,8,1.866580824
1611648730000,8,1.866580824
1611648740000,8,1.866580824
1611648750000,8,1.866580824
1611648760000,8,1.866580824
1611648770000,8,1.866580824
1611648780000,8,1.866580824
1611648790000,8,1.866580824
1611648800000,8,1.866580824
1611648810000,8,1.866580824
1611648820000,8,1.866580824
1611648830000,8,1.866580824
1611648840000,8,1.866580824
1611648850000,8,1.866580824
1611648860000,8,1.866580824
1611648870000,8,1.866580824
1611648880000,8,1.866580824
1611648890000,8,1.866580824
1611648900000,8,1.866580824
1611648910000,8,1.812281749
1611648920000,8,1.812281749
1611648930000,8,1.812281749
1611648940000,8,1.812281749
1611648950000,8,1.812281749
1611648960000,8,1.812281749
1611648970000,8,1.812281749
1611648980000,8,1.812281749
1611648990000,8,1.812281749
1611649000000,8,1.812281749
1611649010000,8,1.812281749
1611649020000,8,1.812281749
1611649030000,8,1.812281749
1611649040000,8,1.812281749
1611649050000,8,1.812281749
1611649060000,8,1.812281749
1611649070000,8,1.812281749
1611649080000,8,1.812281749
1611649090000,8,1.812281749
1611649100000,8,1.812281749
1611649110000,8,1.812281749
1611649120000,8,1.812281749
1611649130000,8,1.812281749
1611649140000,8,1.812281749
1611649150000,8,1.812281749
1611649160000,8,1.812281749
1611649170000,8,1.812281749
1611649180000,8,1.812281749
1611649190000,8,1.812281749
1611649200000,8,1.812281749
1611649210000,8,1.812281749
1611649220000,8,1.812281749
1611649230000,8,1.812281749
1611649240000,8,1.812281749
1611649250000,8,1.812281749
1611649260000,8,1.812281749
1611649270000,8,1.812281749
1611649280000,8,1.812281749
1611649290000,8,1.812281749
1611649300000,8,1.812281749
1611649310000,8,1.812281749
1611649320000,8,1.812281749
1611649330000,8,1.812281749
1611649340000,8,1.812281749
1611649350000,8,1.812281749
1611649360000,8,1.812281749
1611649370000,8,1.812281749
1611649380000,8,1.812281749
1611649390000,8,1.812281749
1611649400000,8,1.812281749
1611649410000,8,1.812281749
1611649420000,8,1.812281749
1611649430000,8,1.812281749
1611649440000,8,1.812281749
1611649450000,8,1.812281749
1611649460000,8,1.812281749
1611649470000,8,1.812281749
1611649480000,8,1.812281749
1611649490000,8,1.812281749
1611649500000,8,1.812281749
1611649510000,8,1.812281749
1611649520000,8,1.812281749
1611649530000,8,1.812281749
1611649540000,8,1.812281749
1611649550000,8,1.812281749
1611649560000,8,1.812281749
1611649570000,8,1.812281749
1611649580000,8,1.812281749
1611649590000,8,1.812281749
1611649600000,8,1.812281749
1611649610000,8,1.812281749
1611649620000,8,1.812281749
1611649630000,8,1.812281749
1611649640000,8,1.812281749
1611649650000,8,1.812281749
1611649660000,8,1.812281749
1611649670000,8,1.812281749
1611649680000,8,1.812281749
1611649690000,8,1.812281749
1611649700000,8,1.812281749
1611649710000,8,1.812281749
1611649720000,8,1.812281749
1611649730000,8,1.812281749
1611649740000,8,1.812281749
1611649750000,8,1.812281749
1611649760000,8,1.812281749
1611649770000,8,1.812281749
1611649780000,8,1.812281749
1611649790000,8,1.812281749
1611649800000,8,1.812281749
1611649810000,7,1.68016152
1611649820000,7,1.68016152
1611649830000,7,1.68016152
1611649840000,7,1.68016152
1611649850000,7,1.68016152
1611649860000,7,1.68016152
1611649870000,7,1.68016152
1611649880000,7,1.68016152
1611649890000,7,1.68016152
1611649900000,7,1.68016152
1611649910000,7,1.68016152
1611649920000,7,1.68016152
1611649930000,7,1.68016152
1611649940000,7,1.68016152
1611649950000,7,1.68016152
1611649960000,7,1.68016152
1611649970000,7,1.68016152
1611649980000,7,1.68016152
1611649990000,7,1.68016152
1611650000000,7,1.68016152
1611650010000,7,1.68016152
1611650020000,7,1.68016152
1611650030000,7,1.68016152
1611650040000,7,1.68016152
1611650050000,7,1.68016152
1611650060000,7,1.68016152
1611650070000,7,1.68016152
1611650080000,7,1.68016152
1611650090000,7,1.68016152
1611650100000,7,1.68016152
1611650110000,7,1.68016152
1611650120000,7,1.68016152
1611650130000,7,1.68016152
1611650140000,7,1.68016152
1611650150000,7,1.68016152
1611650160000,7,1.68016152
1611650170000,7,1.68016152
1611650180000,7,1.68016152
1611650190000,7,1.68016152
1611650200000,7,1.68016152
1611650210000,7,1.68016152
1611650220000,7,1.68016152
1611650230000,7,1.68016152
1611650240000,7,1.68016152
1611650250000,7,1.68016152
1611650260000,7,1.68016152
1611650270000,7,1.68016152
1611650280000,7,1.68016152
1611650290000,7,1.68016152
1611650300000,7,1.68016152
1611650310000,7,1.68016152
1611650320000,7,1.68016152
1611650330000,7,1.68016152
1611650340000,7,1.68016152
1611650350000,7,1.68016152
1611650360000,7,1.68016152
1611650370000,7,1.68016152
1611650380000,7,1.68016152
1611650390000,7,1.68016152
